ID klienta;Segment;Data dołączenia;Preferowany kanał;Wizyty (90 dni);Średni koszyk (PLN);NPS;Komentarz NPS;Churn (90d)
534;Bronze;2023-10-25;online;1;35.19;-20;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
535;Bronze;2024-04-20;stacjonarny;2;43.16;-10;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
536;Gold;2023-04-17;stacjonarny;12;118.03;43;Promocje są dobre, ale potem braki na półce.;Nie
537;Bronze;2023-01-05;stacjonarny;2;33.92;0;Bardzo długie kolejki w piątek po 17:00.;Nie
538;Silver;2023-12-03;stacjonarny;7;81.13;-17;Potrzeba więcej parkingu.;Nie
539;Silver;2025-07-27;q-commerce;9;106.07;35;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
540;Bronze;2023-05-26;stacjonarny;3;56.19;10;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
541;Silver;2023-03-08;online;8;97.3;-16;;Nie
542;Bronze;2025-02-03;stacjonarny;3;55.38;18;Bardzo długie kolejki w piątek po 17:00.;Nie
543;Bronze;2024-04-27;stacjonarny;3;35.35;-10;;Nie
544;Bronze;2022-05-11;q-commerce;0;71.16;42;;Nie
545;Silver;2023-12-01;online;6;77.1;-9;Potrzeba więcej parkingu.;Nie
546;Bronze;2023-01-20;stacjonarny;0;47.25;33;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
547;Bronze;2025-02-02;stacjonarny;1;51.1;0;;Nie
548;Bronze;2023-02-04;stacjonarny;2;42.26;-20;Aplikacja mobilna mało intuicyjna.;Tak
549;Bronze;2023-09-11;stacjonarny;3;43.47;17;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
550;Silver;2023-08-23;stacjonarny;8;90.51;-9;;Nie
551;Bronze;2024-09-24;stacjonarny;2;45.12;48;Kierowca Q-com pomylił adres.;Nie
552;Bronze;2024-09-25;stacjonarny;2;49.32;0;Przeceny end-of-day super, ale rzadko widoczne.;Nie
553;Bronze;2023-04-06;stacjonarny;3;29.6;1;Bardzo długie kolejki w piątek po 17:00.;Tak
554;Bronze;2022-11-24;online;3;36.67;-20;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
555;Silver;2023-02-16;stacjonarny;10;100.25;-46;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
556;Bronze;2022-03-28;stacjonarny;1;33.74;-45;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
557;Bronze;2024-06-04;online;1;35.32;33;Przeceny end-of-day super, ale rzadko widoczne.;Nie
558;Bronze;2025-06-04;q-commerce;3;68.7;10;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
559;Bronze;2024-02-06;stacjonarny;0;41.53;32;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
560;Bronze;2023-03-28;online;4;40.15;27;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
561;Silver;2022-10-03;stacjonarny;7;91.34;18;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
562;Gold;2023-01-25;online;18;227.98;48;Aplikacja mobilna mało intuicyjna.;Nie
563;Bronze;2023-12-20;stacjonarny;4;29.91;-10;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
564;Bronze;2024-09-03;online;3;54.45;-7;;Tak
565;Bronze;2024-09-11;online;1;61.46;0;Bardzo długie kolejki w piątek po 17:00.;Nie
566;Bronze;2023-08-28;online;3;39.09;0;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
567;Bronze;2023-07-24;online;3;31.89;8;;Nie
568;Silver;2024-08-14;stacjonarny;7;98.45;38;;Nie
569;Silver;2023-11-08;q-commerce;8;77.28;59;;Nie
570;Gold;2023-01-20;stacjonarny;19;211.7;11;;Nie
571;Bronze;2024-10-12;stacjonarny;2;46.78;12;;Nie
572;Silver;2024-01-02;stacjonarny;6;100.8;18;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
573;Gold;2022-10-21;stacjonarny;17;81.24;23;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
574;Silver;2024-07-03;online;7;80.06;-8;Drożej niż w Lidlu, ale jakość fresh lepsza.;Tak
575;Bronze;2024-08-02;stacjonarny;3;31.17;48;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
576;Bronze;2022-11-06;q-commerce;0;51.84;-30;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
577;Bronze;2022-04-07;stacjonarny;0;15.9;-22;Promocje są dobre, ale potem braki na półce.;Nie
578;Silver;2023-07-25;stacjonarny;10;84.71;91;Potrzeba więcej parkingu.;Nie
579;Silver;2022-09-03;online;9;100.1;14;Potrzeba więcej parkingu.;Nie
580;Gold;2022-02-14;q-commerce;24;109.71;-51;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
581;Bronze;2023-08-28;online;3;35.16;-10;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
582;Bronze;2022-08-13;q-commerce;0;26.91;0;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
583;Gold;2025-12-28;q-commerce;10;153.12;45;Kierowca Q-com pomylił adres.;Nie
584;Bronze;2023-08-21;stacjonarny;2;49.78;-20;Często psuje się terminal BLIK.;Tak
585;Bronze;2025-01-12;stacjonarny;4;31.21;49;Aplikacja mobilna mało intuicyjna.;Nie
586;Bronze;2022-01-02;stacjonarny;3;36.33;50;Bardzo długie kolejki w piątek po 17:00.;Nie
587;Bronze;2024-11-03;stacjonarny;3;49.55;18;Drożej niż w Lidlu, ale jakość fresh lepsza.;Tak
588;Bronze;2025-01-07;stacjonarny;2;42.99;10;Potrzeba więcej parkingu.;Nie
589;Silver;2023-03-04;stacjonarny;6;65.59;27;;Nie
590;Silver;2023-04-11;stacjonarny;7;78.77;18;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
591;Bronze;2025-01-14;stacjonarny;2;38.87;55;Przeceny end-of-day super, ale rzadko widoczne.;Nie
592;Silver;2023-09-25;stacjonarny;7;80.7;61;Świeże pieczywo tylko do 14:00, potem nic.;Nie
593;Bronze;2022-02-28;stacjonarny;3;38.94;9;Potrzeba więcej parkingu.;Nie
594;Bronze;2023-07-01;q-commerce;0;31.87;69;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
595;Bronze;2022-04-12;online;1;51.65;39;Promocje są dobre, ale potem braki na półce.;Nie
596;Bronze;2024-11-10;stacjonarny;1;44.27;-30;Aplikacja mobilna mało intuicyjna.;Nie
597;Bronze;2022-04-21;stacjonarny;3;50.17;0;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
598;Bronze;2024-12-21;stacjonarny;2;42.83;39;Przeceny end-of-day super, ale rzadko widoczne.;Tak
599;Gold;2024-01-11;online;16;138.54;37;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
600;Bronze;2024-06-14;stacjonarny;0;53.58;10;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
601;Bronze;2025-07-07;stacjonarny;0;36.0;48;;Nie
602;Gold;2025-11-07;stacjonarny;25;152.0;0;;Nie
603;Bronze;2024-12-07;q-commerce;2;38.38;10;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
604;Gold;2024-03-14;stacjonarny;18;168.15;16;Bardzo długie kolejki w piątek po 17:00.;Nie
605;Bronze;2024-01-06;online;3;62.35;34;;Nie
606;Silver;2023-06-27;online;6;69.4;61;Brak wegańskich opcji w mięsie roślinnym.;Tak
607;Bronze;2025-01-06;stacjonarny;0;46.89;-10;Potrzeba więcej parkingu.;Nie
608;Bronze;2023-11-27;online;4;55.7;-1;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
609;Silver;2023-02-16;stacjonarny;6;52.96;44;;Nie
610;Gold;2023-10-18;stacjonarny;26;168.66;59;;Nie
611;Silver;2022-04-06;online;9;56.21;2;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
612;Bronze;2022-09-27;online;4;51.55;0;;Tak
613;Bronze;2024-08-13;stacjonarny;1;35.5;37;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
614;Silver;2023-06-05;stacjonarny;10;110.41;28;Często psuje się terminal BLIK.;Nie
615;Bronze;2024-06-13;stacjonarny;2;53.43;-30;;Tak
616;Bronze;2022-06-22;stacjonarny;2;48.27;-20;Kierowca Q-com pomylił adres.;Nie
617;Bronze;2023-08-19;stacjonarny;1;28.52;-22;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
618;Silver;2022-06-27;stacjonarny;5;99.76;58;Potrzeba więcej parkingu.;Nie
619;Bronze;2023-05-16;stacjonarny;0;45.89;-10;Bardzo długie kolejki w piątek po 17:00.;Nie
620;Silver;2023-05-06;q-commerce;4;106.04;28;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
621;Bronze;2023-10-09;q-commerce;3;40.08;-20;Aplikacja mobilna mało intuicyjna.;Nie
622;Silver;2024-07-01;stacjonarny;7;93.01;52;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
623;Gold;2022-12-19;q-commerce;17;131.98;9;;Nie
624;Bronze;2023-10-02;stacjonarny;0;39.51;61;;Tak
625;Silver;2022-02-17;online;10;71.64;65;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
626;Bronze;2023-06-20;stacjonarny;2;27.64;0;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
627;Bronze;2023-11-09;stacjonarny;3;38.43;-8;Promocje są dobre, ale potem braki na półce.;Tak
628;Bronze;2025-11-17;q-commerce;4;66.42;-10;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
629;Bronze;2025-02-06;online;1;64.9;64;;Tak
630;Silver;2023-12-17;stacjonarny;6;65.95;49;Kierowca Q-com pomylił adres.;Nie
631;Bronze;2024-01-14;q-commerce;0;25.83;10;Potrzeba więcej parkingu.;Tak
632;Silver;2024-05-19;stacjonarny;8;71.61;9;Świeże pieczywo tylko do 14:00, potem nic.;Tak
633;Silver;2022-02-05;stacjonarny;6;110.46;38;Kierowca Q-com pomylił adres.;Nie
634;Bronze;2024-06-18;stacjonarny;0;55.84;7;Aplikacja mobilna mało intuicyjna.;Nie
635;Bronze;2023-02-14;online;4;41.81;10;Przeceny end-of-day super, ale rzadko widoczne.;Nie
636;Bronze;2022-11-08;online;0;44.24;61;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
637;Bronze;2024-01-25;online;0;45.69;59;Potrzeba więcej parkingu.;Tak
638;Silver;2024-12-07;stacjonarny;9;88.0;7;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
639;Bronze;2023-07-15;stacjonarny;1;57.58;-10;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
640;Gold;2023-11-28;stacjonarny;15;129.68;40;Przeceny end-of-day super, ale rzadko widoczne.;Nie
641;Silver;2023-05-22;stacjonarny;4;75.61;2;Brak wegańskich opcji w mięsie roślinnym.;Nie
642;Silver;2023-03-15;online;8;42.05;43;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
643;Silver;2024-06-08;q-commerce;8;86.92;18;Potrzeba więcej parkingu.;Nie
644;Bronze;2024-07-04;stacjonarny;0;34.65;-20;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
645;Silver;2023-07-23;stacjonarny;5;101.21;33;;Nie
646;Bronze;2022-10-02;stacjonarny;0;48.96;-20;Potrzeba więcej parkingu.;Tak
647;Silver;2022-06-05;stacjonarny;4;92.12;0;Plonka — kupony często nieadekwatne do moich zakupów.;Tak
648;Bronze;2023-05-02;stacjonarny;4;60.08;19;;Nie
649;Gold;2022-04-14;stacjonarny;14;206.41;69;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
650;Bronze;2024-03-18;q-commerce;1;44.2;11;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
651;Bronze;2024-01-12;stacjonarny;2;47.1;5;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
652;Silver;2024-10-05;q-commerce;5;80.49;35;Często psuje się terminal BLIK.;Tak
653;Bronze;2022-03-27;stacjonarny;4;51.0;-30;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Tak
654;Bronze;2024-09-24;online;2;29.22;13;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
655;Silver;2025-08-26;stacjonarny;6;71.04;5;;Tak
656;Bronze;2025-01-15;online;2;52.02;-10;Kierowca Q-com pomylił adres.;Nie
657;Bronze;2022-02-09;q-commerce;2;41.45;0;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
658;Bronze;2023-12-23;online;3;56.94;-7;Aplikacja mobilna mało intuicyjna.;Nie
659;Bronze;2025-10-03;q-commerce;4;59.59;53;Przeceny end-of-day super, ale rzadko widoczne.;Nie
660;Bronze;2023-04-12;stacjonarny;3;38.1;10;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Tak
661;Bronze;2023-11-14;stacjonarny;2;69.35;-20;Często psuje się terminal BLIK.;Nie
662;Bronze;2024-01-16;online;3;39.14;-18;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
663;Gold;2022-08-06;stacjonarny;21;185.86;37;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
664;Bronze;2022-08-05;online;0;43.23;10;Brak wegańskich opcji w mięsie roślinnym.;Nie
665;Bronze;2023-02-21;stacjonarny;4;38.02;21;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
666;Bronze;2023-08-27;stacjonarny;4;33.1;39;;Nie
667;Silver;2023-10-19;stacjonarny;8;85.55;-31;Promocje są dobre, ale potem braki na półce.;Nie
668;Silver;2024-11-07;stacjonarny;6;83.82;61;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
669;Gold;2023-01-26;online;19;187.72;-17;Promocje są dobre, ale potem braki na półce.;Nie
670;Bronze;2023-07-24;online;2;42.86;33;;Nie
671;Silver;2023-09-05;stacjonarny;6;59.47;39;Brak wegańskich opcji w mięsie roślinnym.;Tak
672;Silver;2023-09-04;stacjonarny;4;69.24;69;Promocje są dobre, ale potem braki na półce.;Nie
673;Bronze;2022-04-23;q-commerce;3;46.02;-10;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
674;Bronze;2023-10-06;stacjonarny;1;52.44;0;;Nie
675;Bronze;2024-07-21;stacjonarny;2;58.3;-20;Promocje są dobre, ale potem braki na półce.;Tak
676;Bronze;2025-05-01;stacjonarny;3;48.75;-20;Często psuje się terminal BLIK.;Tak
677;Silver;2025-06-23;stacjonarny;6;61.88;55;Aplikacja mobilna mało intuicyjna.;Tak
678;Silver;2025-04-12;stacjonarny;10;79.17;46;Kierowca Q-com pomylił adres.;Nie
679;Gold;2023-01-24;stacjonarny;10;160.17;-33;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
680;Bronze;2025-01-04;online;2;42.63;1;;Nie
681;Bronze;2022-08-09;stacjonarny;2;33.86;15;Plonka — kupony często nieadekwatne do moich zakupów.;Tak
682;Bronze;2025-04-15;q-commerce;0;57.56;-9;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
683;Bronze;2023-03-26;stacjonarny;0;50.43;32;Brak wegańskich opcji w mięsie roślinnym.;Nie
684;Bronze;2025-01-18;stacjonarny;4;47.96;-14;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
685;Bronze;2023-03-21;stacjonarny;2;50.45;-29;Świeże pieczywo tylko do 14:00, potem nic.;Nie
686;Bronze;2025-09-04;stacjonarny;0;48.84;0;Przeceny end-of-day super, ale rzadko widoczne.;Tak
687;Bronze;2024-04-14;stacjonarny;3;60.86;-10;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
688;Gold;2024-04-16;stacjonarny;18;144.94;23;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
689;Bronze;2025-03-09;online;2;36.01;33;Często psuje się terminal BLIK.;Nie
690;Bronze;2024-07-19;online;0;61.56;69;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
691;Bronze;2025-03-11;q-commerce;1;32.8;0;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
692;Bronze;2024-08-27;stacjonarny;0;31.89;43;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
693;Gold;2024-10-26;q-commerce;26;183.77;28;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
694;Bronze;2022-06-16;stacjonarny;0;33.53;10;;Tak
695;Bronze;2023-10-24;q-commerce;3;42.78;-12;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
696;Bronze;2023-07-20;stacjonarny;0;43.63;0;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
697;Bronze;2023-11-12;online;1;25.71;18;Świeże pieczywo tylko do 14:00, potem nic.;Tak
698;Silver;2024-07-24;stacjonarny;10;64.11;30;Aplikacja mobilna mało intuicyjna.;Nie
699;Silver;2024-04-28;online;8;107.14;-1;Świeże pieczywo tylko do 14:00, potem nic.;Tak
700;Bronze;2023-02-17;stacjonarny;0;58.89;-53;Bardzo długie kolejki w piątek po 17:00.;Tak
701;Bronze;2024-02-19;stacjonarny;1;44.26;-30;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
702;Silver;2022-12-28;stacjonarny;5;73.78;4;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Nie
703;Silver;2025-09-15;q-commerce;5;63.47;42;Brak wegańskich opcji w mięsie roślinnym.;Nie
704;Silver;2022-12-08;stacjonarny;8;122.09;-1;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Nie
705;Silver;2025-08-19;stacjonarny;5;46.21;11;Kierowca Q-com pomylił adres.;Nie
706;Silver;2023-10-19;stacjonarny;7;68.56;53;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
707;Silver;2025-03-15;online;4;106.0;66;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
708;Bronze;2022-05-22;stacjonarny;2;40.61;40;;Tak
709;Bronze;2024-11-12;stacjonarny;1;43.26;39;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
710;Bronze;2024-12-10;stacjonarny;2;38.59;-10;Świeże pieczywo tylko do 14:00, potem nic.;Nie
711;Bronze;2024-07-17;online;1;39.33;2;Bardzo długie kolejki w piątek po 17:00.;Nie
712;Bronze;2024-08-19;stacjonarny;4;49.08;10;Potrzeba więcej parkingu.;Nie
713;Gold;2025-04-25;online;22;283.95;25;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
714;Gold;2023-07-06;online;10;139.09;31;Brak wegańskich opcji w mięsie roślinnym.;Nie
715;Gold;2024-03-05;online;14;204.64;12;;Nie
716;Bronze;2023-10-28;stacjonarny;1;49.91;46;;Tak
717;Bronze;2023-09-02;stacjonarny;3;47.88;10;Brak wegańskich opcji w mięsie roślinnym.;Tak
718;Bronze;2024-12-18;q-commerce;4;43.62;27;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
719;Bronze;2024-03-05;stacjonarny;0;54.04;-30;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Tak
720;Bronze;2025-10-15;stacjonarny;2;35.96;71;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
721;Silver;2024-12-24;stacjonarny;4;77.74;16;Często psuje się terminal BLIK.;Nie
722;Silver;2024-04-05;online;6;110.34;56;Bardzo długie kolejki w piątek po 17:00.;Nie
723;Bronze;2023-08-17;stacjonarny;2;49.8;12;Świeże pieczywo tylko do 14:00, potem nic.;Nie
724;Bronze;2023-09-27;q-commerce;2;31.25;26;Brak wegańskich opcji w mięsie roślinnym.;Tak
725;Silver;2024-01-01;stacjonarny;6;55.48;89;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
726;Bronze;2024-11-07;stacjonarny;4;61.98;10;Potrzeba więcej parkingu.;Tak
727;Bronze;2024-09-05;online;2;50.49;46;Świeże pieczywo tylko do 14:00, potem nic.;Tak
728;Bronze;2023-07-21;stacjonarny;3;63.11;0;Bardzo długie kolejki w piątek po 17:00.;Nie
729;Silver;2022-03-23;stacjonarny;6;79.65;65;Kierowca Q-com pomylił adres.;Nie
730;Bronze;2023-11-13;stacjonarny;1;42.62;10;Q-commerce w Warszawie super, w innych miastach dłuższy czas.;Tak
731;Bronze;2025-02-03;stacjonarny;4;48.39;-30;Często psuje się terminal BLIK.;Nie
732;Bronze;2022-11-17;stacjonarny;1;40.08;63;Aplikacja mobilna mało intuicyjna.;Nie
733;Bronze;2024-05-21;stacjonarny;2;66.01;28;Potrzeba więcej parkingu.;Tak
734;Bronze;2024-08-19;q-commerce;0;47.94;-20;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
735;Bronze;2025-02-25;stacjonarny;3;63.31;22;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
736;Silver;2023-07-14;online;9;76.74;23;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
737;Gold;2022-02-25;stacjonarny;20;185.96;54;Aplikacja mobilna mało intuicyjna.;Nie
738;Bronze;2024-08-09;stacjonarny;3;42.01;0;Drożej niż w Lidlu, ale jakość fresh lepsza.;Tak
739;Bronze;2024-09-09;stacjonarny;3;53.79;10;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
740;Bronze;2023-03-15;online;0;39.77;0;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
741;Bronze;2023-08-28;stacjonarny;4;28.93;21;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
742;Gold;2024-07-10;online;27;126.87;78;Potrzeba więcej parkingu.;Nie
743;Silver;2022-09-07;stacjonarny;8;66.92;17;Aplikacja mobilna mało intuicyjna.;Nie
744;Bronze;2025-03-21;stacjonarny;1;40.55;37;Świeże pieczywo tylko do 14:00, potem nic.;Nie
745;Bronze;2023-01-15;q-commerce;2;40.46;34;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
746;Silver;2023-09-19;stacjonarny;8;67.91;2;Brak wegańskich opcji w mięsie roślinnym.;Nie
747;Silver;2023-12-26;stacjonarny;5;90.71;52;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
748;Bronze;2024-07-06;q-commerce;1;35.1;0;Brak wegańskich opcji w mięsie roślinnym.;Nie
749;Silver;2024-10-06;stacjonarny;4;105.64;-7;Kierowca Q-com pomylił adres.;Nie
750;Silver;2022-09-08;stacjonarny;10;103.62;47;Potrzeba więcej parkingu.;Tak
751;Bronze;2025-01-23;stacjonarny;4;50.21;-30;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
752;Silver;2024-08-13;online;9;84.27;-15;Promocje są dobre, ale potem braki na półce.;Nie
753;Gold;2024-07-02;stacjonarny;22;165.94;-2;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
754;Silver;2024-02-01;q-commerce;5;90.51;36;OOS na truskawkach w sezonie — trzeci raz pod rząd.;Tak
755;Bronze;2024-02-13;online;0;59.04;10;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
756;Gold;2024-07-05;stacjonarny;16;155.41;15;Kierowca Q-com pomylił adres.;Nie
757;Gold;2024-11-19;online;28;161.6;43;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
758;Silver;2024-03-04;q-commerce;4;82.31;-15;Potrzeba więcej parkingu.;Tak
759;Bronze;2025-05-22;stacjonarny;3;71.33;-30;;Tak
760;Bronze;2025-09-08;stacjonarny;4;46.14;-6;Brak wegańskich opcji w mięsie roślinnym.;Tak
761;Silver;2024-03-13;stacjonarny;6;70.99;40;Świetna jakość mięsa, ale wieczorem często brakuje.;Tak
762;Silver;2022-05-16;stacjonarny;8;85.21;36;Aplikacja mobilna mało intuicyjna.;Nie
763;Bronze;2025-08-20;online;0;46.79;35;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
764;Bronze;2023-04-15;stacjonarny;0;38.33;72;Aplikacja mobilna mało intuicyjna.;Nie
765;Bronze;2023-05-20;online;3;37.8;-34;Lubię markę PLON, ekonomicznie i jakościowo.;Tak
766;Bronze;2025-05-08;online;0;53.22;51;Kierowca Q-com pomylił adres.;Nie
767;Gold;2024-10-12;stacjonarny;27;187.35;48;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
768;Silver;2024-03-17;online;6;100.59;46;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
769;Bronze;2023-08-11;q-commerce;4;54.46;-30;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
770;Bronze;2023-11-22;online;4;73.94;-17;Bardzo długie kolejki w piątek po 17:00.;Tak
771;Silver;2023-09-24;stacjonarny;6;88.51;19;Aplikacja mobilna mało intuicyjna.;Nie
772;Silver;2022-09-18;stacjonarny;9;87.79;65;Potrzeba więcej parkingu.;Nie
773;Bronze;2023-03-21;online;1;42.73;17;Aplikacja mobilna mało intuicyjna.;Nie
774;Bronze;2022-10-16;online;2;29.6;-10;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
775;Bronze;2022-01-10;stacjonarny;4;46.87;25;Potrzeba więcej parkingu.;Nie
776;Bronze;2024-04-07;stacjonarny;4;49.65;-30;Promocje są dobre, ale potem braki na półce.;Tak
777;Bronze;2024-05-15;online;2;54.38;-10;Bardzo długie kolejki w piątek po 17:00.;Tak
778;Bronze;2025-01-14;online;1;45.99;0;Potrzeba więcej parkingu.;Tak
779;Silver;2022-01-12;online;8;82.18;14;Kierowca Q-com pomylił adres.;Nie
780;Silver;2024-04-05;stacjonarny;6;69.01;-3;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
781;Gold;2024-04-08;stacjonarny;27;90.85;-38;Potrzeba więcej parkingu.;Nie
782;Bronze;2025-01-13;online;0;41.45;-30;Drożej niż w Lidlu, ale jakość fresh lepsza.;Nie
783;Silver;2024-12-11;q-commerce;10;104.39;6;;Nie
784;Gold;2022-01-10;online;13;194.0;42;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Nie
785;Silver;2024-06-06;stacjonarny;6;96.23;7;Lubię markę PLON, ekonomicznie i jakościowo.;Nie
786;Bronze;2023-05-04;online;4;41.8;-20;Drożej niż w Lidlu, ale jakość fresh lepsza.;Tak
787;Bronze;2024-12-03;stacjonarny;1;61.86;10;;Nie
788;Bronze;2023-10-05;stacjonarny;2;46.64;-20;Kierowca Q-com pomylił adres.;Nie
789;Bronze;2023-10-02;stacjonarny;1;60.79;0;Sklep czysty i obsługa miła, brakuje samoobsługowych kas.;Nie
790;Bronze;2024-03-08;stacjonarny;1;44.19;-25;W sezonie urlopowym sklep świeci pustkami — gdzie mleko?;Tak
791;Bronze;2024-01-14;stacjonarny;3;37.95;-30;Świeże pieczywo tylko do 14:00, potem nic.;Nie
792;Bronze;2022-04-28;online;1;46.22;26;Plonka — kupony często nieadekwatne do moich zakupów.;Nie
793;Silver;2024-01-15;stacjonarny;8;95.03;20;Brak wegańskich opcji w mięsie roślinnym.;Tak
794;Bronze;2024-07-09;stacjonarny;2;37.04;0;Plonka — kupony często nieadekwatne do moich zakupów.;Tak
795;Silver;2025-06-15;stacjonarny;4;93.82;4;Często psuje się terminal BLIK.;Nie
796;Silver;2024-02-13;stacjonarny;9;113.37;23;;Nie
797;Gold;2024-05-03;online;15;197.36;21;Promocje są dobre, ale potem braki na półce.;Nie
798;Bronze;2023-08-18;q-commerce;1;51.12;-18;Kierowca Q-com pomylił adres.;Tak
799;Silver;2023-10-02;online;5;110.71;-45;Świetna jakość mięsa, ale wieczorem często brakuje.;Nie
800;Silver;2023-02-15;stacjonarny;4;74.17;50;Promocje są dobre, ale potem braki na półce.;Nie
801;Silver;2024-12-11;q-commerce;9;109.15;10;Przeceny end-of-day super, ale rzadko widoczne.;Tak
